timestamp,scan_number,ch_00,ch_01,ch_02,ch_03,ch_04,system_file,system_id
2025-11-25 15:45:17.912,593,591.632855,168.88744,136.167887,141.703202,132.834378,biomass\25112025.csv,25112025
2025-11-25 15:45:27.912,594,591.713396,173.866547,137.659461,146.723866,138.02784,biomass\25112025.csv,25112025
2025-11-25 15:45:37.912,595,590.778148,178.339425,139.011178,152.087416,140.436592,biomass\25112025.csv,25112025
2025-11-25 15:45:47.912,596,589.8401,184.334658,140.836714,155.076709,143.625169,biomass\25112025.csv,25112025
2025-11-25 15:45:57.912,597,588.002039,189.628529,142.23172,160.885622,149.44666,biomass\25112025.csv,25112025
2025-11-25 15:46:07.912,598,587.532183,194.45185,143.610998,162.325598,153.746612,biomass\25112025.csv,25112025
2025-11-25 15:46:17.912,599,586.413063,200.433137,146.491017,178.676879,164.835862,biomass\25112025.csv,25112025
2025-11-25 15:46:27.912,600,586.083842,206.420839,148.511814,182.208769,167.711631,biomass\25112025.csv,25112025
2025-11-25 15:46:37.912,601,585.830202,212.376834,150.571397,187.331573,173.215121,biomass\25112025.csv,25112025
2025-11-25 15:46:47.912,602,584.694409,218.391001,152.536532,192.379632,177.533952,biomass\25112025.csv,25112025
2025-11-25 15:46:57.912,603,583.653932,226.144962,155.547739,203.405043,185.006731,biomass\25112025.csv,25112025
2025-11-25 15:47:07.912,604,583.194683,233.678554,158.860819,214.293073,192.163793,biomass\25112025.csv,25112025
2025-11-25 15:47:17.912,605,582.286549,240.852434,161.351469,222.568538,199.934737,biomass\25112025.csv,25112025
2025-11-25 15:47:27.912,606,581.352784,248.680086,163.491307,219.557372,194.817979,biomass\25112025.csv,25112025
2025-11-25 15:47:37.912,607,580.88588,253.925129,164.911209,220.342737,198.297309,biomass\25112025.csv,25112025
2025-11-25 15:47:47.912,608,580.264897,262.206483,166.723533,221.621986,201.458607,biomass\25112025.csv,25112025
2025-11-25 15:47:57.912,609,580.131023,268.997404,169.477152,226.279155,202.998338,biomass\25112025.csv,25112025
2025-11-25 15:48:07.912,610,580.18434,280.755445,171.74342,226.657685,201.695898,biomass\25112025.csv,25112025
2025-11-25 15:48:17.912,611,580.597528,288.815045,175.675515,245.970027,211.54416,biomass\25112025.csv,25112025
2025-11-25 15:48:27.912,612,581.354658,559.68428,196.077834,270.753463,223.761122,biomass\25112025.csv,25112025
2025-11-25 15:48:37.912,613,581.986882,703.888238,204.509442,261.530308,230.887922,biomass\25112025.csv,25112025
